________,City,Province,Country,StationId,Latitude,Longitude,Time Zone,Elevation,Filename
CWEEDS2011,ABEE AGDM,AB,CAN,3010010,54.28,-112.97,-7.00,664.0                                                           ,CAN_AB_ABEE-AGDM_3010010_CWEEDS2011_T_N
CWEEDS2011,ANDREW AGDM,AB,CAN,3010237,53.92,-112.28,-7.00,625.0                                                         ,CAN_AB_ANDREW-AGDM_3010237_CWEEDS2011_T_N
CWEEDS2011,ATMORE AGDM,AB,CAN,3060406,54.78,-112.82,-7.00,574.0                                                         ,CAN_AB_ATMORE-AGDM_3060406_CWEEDS2011_T_N
CWEEDS2011,BANFF CS,AB,CAN,3050519,51.19,-115.55,-7.00,1396.9                                                           ,CAN_AB_BANFF-CS_3050519_CWEEDS2011_T_N
CWEEDS2011,BARNWELL AGDM,AB,CAN,3030525,49.80,-112.30,-7.00,824.2                                                       ,CAN_AB_BARNWELL-AGDM_3030525_CWEEDS2011_T_N
CWEEDS2011,BARRHEAD CS,AB,CAN,3060535,54.09,-114.45,-7.00,648.0                                                         ,CAN_AB_BARRHEAD-CS_3060535_CWEEDS2011_T_N
CWEEDS2011,BEAVERLODGE RCS,AB,CAN,3070600,55.20,-119.40,-7.00,745.0                                                     ,CAN_AB_BEAVERLODGE-RCS_3070600_CWEEDS2011_T_N
CWEEDS2011,BLOOD TRIBE AGDM,AB,CAN,3030720,49.57,-113.05,-7.00,980.0                                                    ,CAN_AB_BLOOD-TRIBE-AGDM_3030720_CWEEDS2011_T_N
CWEEDS2011,BODO AGDM,AB,CAN,3010730,52.12,-110.10,-7.00,687.0                                                           ,CAN_AB_BODO-AGDM_3010730_CWEEDS2011_T_N
CWEEDS2011,BOW ISLAND IRRIGATION AGDM,AB,CAN,3030772,49.87,-111.38,-7.00,799.0                                          ,CAN_AB_BOW-ISLAND-IRRIGATION-AGDM_3030772_CWEEDS2011_T_N
CWEEDS2011,BOW ISLAND,AB,CAN,3030768,49.73,-111.45,-7.00,816.6                                                          ,CAN_AB_BOW-ISLAND_3030768_CWEEDS2011_T_N
CWEEDS2011,BOW VALLEY,AB,CAN,3050778,51.08,-115.07,-7.00,1297.5                                                         ,CAN_AB_BOW-VALLEY_3050778_CWEEDS2011_T_N
CWEEDS2011,BRETON PLOTS,AB,CAN,3010816,53.09,-114.44,-7.00,851.5                                                        ,CAN_AB_BRETON-PLOTS_3010816_CWEEDS2011_T_N
CWEEDS2011,BROCKET AGDM,AB,CAN,3030830,49.62,-113.82,-7.00,1072.7                                                       ,CAN_AB_BROCKET-AGDM_3030830_CWEEDS2011_T_N
CWEEDS2011,BROOKS,AB,CAN,3030QLP,50.56,-111.85,-7.00,747.0                                                              ,CAN_AB_BROOKS_3030QLP_CWEEDS2011_T_N
CWEEDS2011,CALGARY INTL A,AB,CAN,3031092,51.11,-114.02,-7.00,1084.1                                                     ,CAN_AB_CALGARY-INTL-A_3031092_CWEEDS2011_T_N
CWEEDS2011,CAMROSE,AB,CAN,3011240,53.03,-112.81,-7.00,739.0                                                             ,CAN_AB_CAMROSE_3011240_CWEEDS2011_T_N
CWEEDS2011,CARDSTON,AB,CAN,3031322,49.20,-113.29,-7.00,1136.0                                                           ,CAN_AB_CARDSTON_3031322_CWEEDS2011_T_N
CWEEDS2011,CHAMPION AGDM,AB,CAN,3031480,50.28,-113.35,-7.00,1006.0                                                      ,CAN_AB_CHAMPION-AGDM_3031480_CWEEDS2011_T_N
CWEEDS2011,CLARESHOLM,AB,CAN,3031640,50.00,-113.64,-7.00,1009.0                                                         ,CAN_AB_CLARESHOLM_3031640_CWEEDS2011_T_N
CWEEDS2011,CLEARDALE AGDM,AB,CAN,3074935,56.31,-119.74,-7.00,630.0                                                      ,CAN_AB_CLEARDALE-AGDM_3074935_CWEEDS2011_T_N
CWEEDS2011,COLD LAKE A,AB,CAN,3081680,54.42,-110.23,-7.00,541.0                                                         ,CAN_AB_COLD-LAKE-A_3081680_CWEEDS2011_T_N
CWEEDS2011,CONSORT AGDM,AB,CAN,3011815,51.94,-110.71,-7.00,772.0                                                        ,CAN_AB_CONSORT-AGDM_3011815_CWEEDS2011_T_N
CWEEDS2011,COP UPPER,AB,CAN,3031875,51.08,-114.22,-7.00,1235.0                                                          ,CAN_AB_COP-UPPER_3031875_CWEEDS2011_T_N
CWEEDS2011,CORONATION CLIMATE,AB,CAN,3011887,52.07,-111.45,-7.00,791.1                                                  ,CAN_AB_CORONATION-CLIMATE_3011887_CWEEDS2011_T_N
CWEEDS2011,CROWSNEST,AB,CAN,3051R4R,49.63,-114.48,-7.00,1303.0                                                          ,CAN_AB_CROWSNEST_3051R4R_CWEEDS2011_T_N
CWEEDS2011,DAPP AGDM,AB,CAN,3061975,54.32,-113.95,-7.00,614.2                                                           ,CAN_AB_DAPP-AGDM_3061975_CWEEDS2011_T_N
CWEEDS2011,DEL BONITA AGDM,AB,CAN,3042045,49.05,-112.82,-7.00,1310.0                                                    ,CAN_AB_DEL-BONITA-AGDM_3042045_CWEEDS2011_T_N
CWEEDS2011,DRUMHELLER EAST,AB,CAN,30221LG,51.45,-112.68,-7.00,678.2                                                     ,CAN_AB_DRUMHELLER-EAST_30221LG_CWEEDS2011_T_N
CWEEDS2011,EDMONTON CITY CENTRE AWOS,AB,CAN,3012202,53.57,-113.52,-7.00,671.4                                           ,CAN_AB_EDMONTON-CITY-CENTRE-AWOS_3012202_CWEEDS2011_T_N
CWEEDS2011,EDMONTON INTL A,AB,CAN,3012216,53.31,-113.58,-7.00,723.3                                                     ,CAN_AB_EDMONTON-INTL-A_3012216_CWEEDS2011_T_N
CWEEDS2011,EDMONTON STONY PLAIN CS,AB,CAN,301A001,53.55,-114.11,-7.00,766.3                                             ,CAN_AB_EDMONTON-STONY-PLAIN-CS_301A001_CWEEDS2011_T_N
CWEEDS2011,EDSON CLIMATE,AB,CAN,3062246,53.58,-116.45,-7.00,927.0                                                       ,CAN_AB_EDSON-CLIMATE_3062246_CWEEDS2011_T_N
CWEEDS2011,ELK ISLAND NAT PARK,AB,CAN,3012275,53.68,-112.87,-7.00,716.2                                                 ,CAN_AB_ELK-ISLAND-NAT-PARK_3012275_CWEEDS2011_T_N
CWEEDS2011,ENCHANT AGDM,AB,CAN,3032422,50.18,-112.43,-7.00,801.0                                                        ,CAN_AB_ENCHANT-AGDM_3032422_CWEEDS2011_T_N
CWEEDS2011,ESTHER 1,AB,CAN,301B460,51.67,-110.21,-7.00,707.0                                                            ,CAN_AB_ESTHER-1_301B460_CWEEDS2011_T_N
CWEEDS2011,FAIRVIEW AGDM,AB,CAN,3072525,56.08,-118.44,-7.00,654.6                                                       ,CAN_AB_FAIRVIEW-AGDM_3072525_CWEEDS2011_T_N
CWEEDS2011,FINCASTLE AGDM,AB,CAN,3032550,49.60,-112.03,-7.00,833.0                                                      ,CAN_AB_FINCASTLE-AGDM_3032550_CWEEDS2011_T_N
CWEEDS2011,FOREMOST AGDM,AB,CAN,3032642,49.48,-111.49,-7.00,881.0                                                       ,CAN_AB_FOREMOST-AGDM_3032642_CWEEDS2011_T_N
CWEEDS2011,FORT MCMURRAY A,AB,CAN,3062697,56.65,-111.22,-7.00,369.1                                                     ,CAN_AB_FORT-MCMURRAY-A_3062697_CWEEDS2011_T_N
CWEEDS2011,GRANDE PRAIRIE A,AB,CAN,3072921,55.18,-118.88,-7.00,669.0                                                    ,CAN_AB_GRANDE-PRAIRIE-A_3072921_CWEEDS2011_T_N
CWEEDS2011,HENDRICKSON CREEK,AB,CAN,3063135,53.80,-118.45,-7.00,1448.0                                                  ,CAN_AB_HENDRICKSON-CREEK_3063135_CWEEDS2011_T_N
CWEEDS2011,HIGH LEVEL A,AB,CAN,3073146,58.62,-117.16,-7.00,338.0                                                        ,CAN_AB_HIGH-LEVEL-A_3073146_CWEEDS2011_T_N
CWEEDS2011,HIGH PRAIRIE AGDM,AB,CAN,3063165,55.40,-116.48,-7.00,601.7                                                   ,CAN_AB_HIGH-PRAIRIE-AGDM_3063165_CWEEDS2011_T_N
CWEEDS2011,HOLDEN AGDM,AB,CAN,3013340,53.19,-112.25,-7.00,688.0                                                         ,CAN_AB_HOLDEN-AGDM_3013340_CWEEDS2011_T_N
CWEEDS2011,HUSSAR AGDM,AB,CAN,3023402,51.18,-112.50,-7.00,971.2                                                         ,CAN_AB_HUSSAR-AGDM_3023402_CWEEDS2011_T_N
CWEEDS2011,IRON SPRINGS AGDM,AB,CAN,3033498,49.90,-112.73,-7.00,858.0                                                   ,CAN_AB_IRON-SPRINGS-AGDM_3033498_CWEEDS2011_T_N
CWEEDS2011,JASPER WARDEN,AB,CAN,3053536,52.93,-118.03,-7.00,1020.0                                                      ,CAN_AB_JASPER-WARDEN_3053536_CWEEDS2011_T_N
CWEEDS2011,KILLAM AGDM,AB,CAN,3013640,52.85,-111.87,-7.00,674.5                                                         ,CAN_AB_KILLAM-AGDM_3013640_CWEEDS2011_T_N
CWEEDS2011,LAC LA BICHE CLIMATE,AB,CAN,3063686,54.77,-112.02,-7.00,567.0                                                ,CAN_AB_LAC-LA-BICHE-CLIMATE_3063686_CWEEDS2011_T_N
CWEEDS2011,LACOMBE CDA 2,AB,CAN,3023722,52.45,-113.76,-7.00,860.0                                                       ,CAN_AB_LACOMBE-CDA-2_3023722_CWEEDS2011_T_N
CWEEDS2011,LETHBRIDGE CDA,AB,CAN,3033890,49.70,-112.77,-7.00,910.0                                                      ,CAN_AB_LETHBRIDGE-CDA_3033890_CWEEDS2011_T_N
CWEEDS2011,LETHBRIDGE DEMO FARM AGDM,AB,CAN,3033897,49.68,-112.75,-7.00,903.0                                           ,CAN_AB_LETHBRIDGE-DEMO-FARM-AGDM_3033897_CWEEDS2011_T_N
CWEEDS2011,LLOYDMINSTER A,AB,CAN,3013959,53.31,-110.07,-7.00,668.7                                                      ,CAN_AB_LLOYDMINSTER-A_3013959_CWEEDS2011_T_N
CWEEDS2011,MANNING AGDM,AB,CAN,3074190,56.97,-117.45,-7.00,457.0                                                        ,CAN_AB_MANNING-AGDM_3074190_CWEEDS2011_T_N
CWEEDS2011,MASINASIN AGDM,AB,CAN,3044232,49.14,-111.65,-7.00,947.9                                                      ,CAN_AB_MASINASIN-AGDM_3044232_CWEEDS2011_T_N
CWEEDS2011,MEDICINE HAT RCS,AB,CAN,3034485,50.03,-110.72,-7.00,715.0                                                    ,CAN_AB_MEDICINE-HAT-RCS_3034485_CWEEDS2011_T_N
CWEEDS2011,MILDRED LAKE,AB,CAN,3064528,57.04,-111.56,-7.00,310.0                                                        ,CAN_AB_MILDRED-LAKE_3064528_CWEEDS2011_T_N
CWEEDS2011,MILK RIVER,AB,CAN,3044533,49.13,-112.05,-7.00,1050.0                                                         ,CAN_AB_MILK-RIVER_3044533_CWEEDS2011_T_N
CWEEDS2011,MORRIN AGDM,AB,CAN,3024668,51.66,-112.67,-7.00,836.0                                                         ,CAN_AB_MORRIN-AGDM_3024668_CWEEDS2011_T_N
CWEEDS2011,MUNDARE AGDM,AB,CAN,3014665,53.57,-112.30,-7.00,683.0                                                        ,CAN_AB_MUNDARE-AGDM_3014665_CWEEDS2011_T_N
CWEEDS2011,NAKISKA RIDGETOP,AB,CAN,305MGFF,50.94,-115.19,-7.00,2543.0                                                   ,CAN_AB_NAKISKA-RIDGETOP_305MGFF_CWEEDS2011_T_N
CWEEDS2011,NORDEGG CS,AB,CAN,3054843,52.49,-116.04,-7.00,1332.0                                                         ,CAN_AB_NORDEGG-CS_3054843_CWEEDS2011_T_N
CWEEDS2011,OLDS AGDM,AB,CAN,3024925,51.76,-114.08,-7.00,1046.0                                                          ,CAN_AB_OLDS-AGDM_3024925_CWEEDS2011_T_N
CWEEDS2011,OLIVER AGDM,AB,CAN,3014921,53.65,-113.35,-7.00,665.0                                                         ,CAN_AB_OLIVER-AGDM_3014921_CWEEDS2011_T_N
CWEEDS2011,ONEFOUR CDA,AB,CAN,3044923,49.12,-110.47,-7.00,935.0                                                         ,CAN_AB_ONEFOUR-CDA_3044923_CWEEDS2011_T_N
CWEEDS2011,OYEN AGDM,AB,CAN,3024965,51.38,-110.35,-7.00,766.7                                                           ,CAN_AB_OYEN-AGDM_3024965_CWEEDS2011_T_N
CWEEDS2011,PEACE RIVER A,AB,CAN,3075041,56.23,-117.45,-7.00,570.9                                                       ,CAN_AB_PEACE-RIVER-A_3075041_CWEEDS2011_T_N
CWEEDS2011,PEORIA AGDM,AB,CAN,3075160,55.62,-118.29,-7.00,621.2                                                         ,CAN_AB_PEORIA-AGDM_3075160_CWEEDS2011_T_N
CWEEDS2011,PINCHER CREEK,AB,CAN,3035198,49.52,-114.00,-7.00,1189.6                                                      ,CAN_AB_PINCHER-CREEK_3035198_CWEEDS2011_T_N
CWEEDS2011,POLLOCKVILLE AGDM,AB,CAN,3025243,51.13,-111.71,-7.00,750.0                                                   ,CAN_AB_POLLOCKVILLE-AGDM_3025243_CWEEDS2011_T_N
CWEEDS2011,PRENTISS,AB,CAN,3025297,52.43,-113.60,-7.00,965.0                                                            ,CAN_AB_PRENTISS_3025297_CWEEDS2011_T_N
CWEEDS2011,RAYMOND AGDM,AB,CAN,3035422,49.48,-112.68,-7.00,937.0                                                        ,CAN_AB_RAYMOND-AGDM_3035422_CWEEDS2011_T_N
CWEEDS2011,RED DEER REGIONAL A,AB,CAN,3025481,52.18,-113.89,-7.00,904.6                                                 ,CAN_AB_RED-DEER-REGIONAL-A_3025481_CWEEDS2011_T_N
CWEEDS2011,RED EARTH,AB,CAN,3075488,56.55,-115.28,-7.00,546.0                                                           ,CAN_AB_RED-EARTH_3075488_CWEEDS2011_T_N
CWEEDS2011,RICH LAKE AGDM,AB,CAN,3065475,54.50,-111.70,-7.00,585.0                                                      ,CAN_AB_RICH-LAKE-AGDM_3065475_CWEEDS2011_T_N
CWEEDS2011,ROCKY MTN HOUSE (AUT),AB,CAN,3015523,52.42,-114.91,-7.00,988.2                                               ,CAN_AB_ROCKY-MTN-HOUSE-(AUT)_3015523_CWEEDS2011_T_N
CWEEDS2011,SCHULER AGDM,AB,CAN,3025768,50.31,-110.09,-7.00,800.0                                                        ,CAN_AB_SCHULER-AGDM_3025768_CWEEDS2011_T_N
CWEEDS2011,SEVEN PERSONS AGDM,AB,CAN,3035845,49.92,-110.92,-7.00,766.0                                                  ,CAN_AB_SEVEN-PERSONS-AGDM_3035845_CWEEDS2011_T_N
CWEEDS2011,SLAVE LAKE,AB,CAN,3065995,55.29,-114.78,-7.00,582.8                                                          ,CAN_AB_SLAVE-LAKE_3065995_CWEEDS2011_T_N
CWEEDS2011,SMOKY LAKE AGDM,AB,CAN,3016022,54.28,-112.50,-7.00,680.0                                                     ,CAN_AB_SMOKY-LAKE-AGDM_3016022_CWEEDS2011_T_N
CWEEDS2011,SPIRIT RIVER AUTO STATION,AB,CAN,3076069,55.69,-119.23,-7.00,1015.3                                          ,CAN_AB_SPIRIT-RIVER-AUTO-STATION_3076069_CWEEDS2011_T_N
CWEEDS2011,ST PAUL AGCM,AB,CAN,3015676,54.01,-111.27,-7.00,649.0                                                        ,CAN_AB_ST-PAUL-AGCM_3015676_CWEEDS2011_T_N
CWEEDS2011,STAVELY AAFC,AB,CAN,3036099,50.18,-113.28,-7.00,1363.6                                                       ,CAN_AB_STAVELY-AAFC_3036099_CWEEDS2011_T_N
CWEEDS2011,STETTLER AGDM,AB,CAN,3016124,52.35,-112.60,-7.00,795.0                                                       ,CAN_AB_STETTLER-AGDM_3016124_CWEEDS2011_T_N
CWEEDS2011,STRATHMORE AGDM,AB,CAN,3036205,51.03,-113.28,-7.00,967.0                                                     ,CAN_AB_STRATHMORE-AGDM_3036205_CWEEDS2011_T_N
CWEEDS2011,SUNDRE A,AB,CAN,3026KNQ,51.78,-114.68,-7.00,1114.4                                                           ,CAN_AB_SUNDRE-A_3026KNQ_CWEEDS2011_T_N
CWEEDS2011,THREE HILLS,AB,CAN,3026479,51.77,-113.21,-7.00,857.0                                                         ,CAN_AB_THREE-HILLS_3026479_CWEEDS2011_T_N
CWEEDS2011,TWO HILLS AGDM,AB,CAN,3016655,53.63,-111.68,-7.00,678.0                                                      ,CAN_AB_TWO-HILLS-AGDM_3016655_CWEEDS2011_T_N
CWEEDS2011,VALLEYVIEW AGDM,AB,CAN,3076680,55.10,-117.20,-7.00,698.0                                                     ,CAN_AB_VALLEYVIEW-AGDM_3076680_CWEEDS2011_T_N
CWEEDS2011,VAUXHALL CDA CS,AB,CAN,3036682,50.05,-112.13,-7.00,779.0                                                     ,CAN_AB_VAUXHALL-CDA-CS_3036682_CWEEDS2011_T_N
CWEEDS2011,VEGREVILLE,AB,CAN,3016GF0,53.51,-112.10,-7.00,639.4                                                          ,CAN_AB_VEGREVILLE_3016GF0_CWEEDS2011_T_N
CWEEDS2011,VERMILION AGDM,AB,CAN,3016802,53.34,-110.88,-7.00,623.0                                                      ,CAN_AB_VERMILION-AGDM_3016802_CWEEDS2011_T_N
CWEEDS2011,VIOLET GROVE CS,AB,CAN,3016860,53.14,-115.13,-7.00,914.0                                                     ,CAN_AB_VIOLET-GROVE-CS_3016860_CWEEDS2011_T_N
CWEEDS2011,WAINWRIGHT CFB AIRFIELD 21,AB,CAN,301S001,52.83,-111.10,-7.00,686.3                                          ,CAN_AB_WAINWRIGHT-CFB-AIRFIELD-21_301S001_CWEEDS2011_T_N
CWEEDS2011,WATERTON PARK GATE,AB,CAN,3056214,49.13,-113.81,-7.00,1289.0                                                 ,CAN_AB_WATERTON-PARK-GATE_3056214_CWEEDS2011_T_N
CWEEDS2011,WHITECOURT,AB,CAN,3067371,54.14,-115.78,-7.00,784.7                                                          ,CAN_AB_WHITECOURT_3067371_CWEEDS2011_T_N
CWEEDS2011,WILLOW CREEK 1,AB,CAN,306GE70,53.39,-118.35,-7.00,1370.0                                                     ,CAN_AB_WILLOW-CREEK-1_306GE70_CWEEDS2011_T_N
CWEEDS2011,WRENTHAM AGDM,AB,CAN,3037675,49.50,-112.12,-7.00,943.9                                                       ,CAN_AB_WRENTHAM-AGDM_3037675_CWEEDS2011_T_N
CWEEDS2011,ABBOTSFORD A,BC,CAN,1100031,49.03,-122.36,-8.00, 59.1                                                        ,CAN_BC_ABBOTSFORD-A_1100031_CWEEDS2011_T_N
CWEEDS2011,AGASSIZ RCS,BC,CAN,1100119,49.24,-121.76,-8.00, 19.3                                                         ,CAN_BC_AGASSIZ-RCS_1100119_CWEEDS2011_T_N
CWEEDS2011,BALLENAS ISLAND,BC,CAN,1020590,49.35,-124.16,-8.00, 12.9                                                     ,CAN_BC_BALLENAS-ISLAND_1020590_CWEEDS2011_T_N
CWEEDS2011,BLUE RIVER CS,BC,CAN,1160H99,52.13,-119.29,-8.00,682.8                                                       ,CAN_BC_BLUE-RIVER-CS_1160H99_CWEEDS2011_T_N
CWEEDS2011,BONILLA ISLAND (AUT),BC,CAN,1060R0K,53.49,-130.64,-8.00, 12.5                                                ,CAN_BC_BONILLA-ISLAND-(AUT)_1060R0K_CWEEDS2011_T_N
CWEEDS2011,BURNS LAKE DECKER LAKE,BC,CAN,1091174,54.38,-125.96,-8.00,713.2                                              ,CAN_BC_BURNS-LAKE-DECKER-LAKE_1091174_CWEEDS2011_T_N
CWEEDS2011,CALLAGHAN VALLEY,BC,CAN,1101300,50.14,-123.11,-8.00,884.0                                                    ,CAN_BC_CALLAGHAN-VALLEY_1101300_CWEEDS2011_T_N
CWEEDS2011,CAPE ST JAMES,BC,CAN,1051351,51.94,-131.02,-8.00, 87.8                                                       ,CAN_BC_CAPE-ST-JAMES_1051351_CWEEDS2011_T_N
CWEEDS2011,CATHEDRAL POINT (AUT),BC,CAN,1061458,52.19,-127.47,-8.00, 26.4                                               ,CAN_BC_CATHEDRAL-POINT-(AUT)_1061458_CWEEDS2011_T_N
CWEEDS2011,CLINTON (AUT),BC,CAN,1161661,51.12,-121.50,-8.00,1056.7                                                      ,CAN_BC_CLINTON-(AUT)_1161661_CWEEDS2011_T_N
CWEEDS2011,COMOX A,BC,CAN,1021830,49.72,-124.90,-8.00, 25.6                                                             ,CAN_BC_COMOX-A_1021830_CWEEDS2011_T_N
CWEEDS2011,CRANBROOK A,BC,CAN,1152105,49.61,-115.78,-8.00,940.0                                                         ,CAN_BC_CRANBROOK-A_1152105_CWEEDS2011_T_N
CWEEDS2011,CRESTON CAMPBELL SCIENTIFIC,BC,CAN,114B1F0,49.08,-116.50,-8.00,640.7                                         ,CAN_BC_CRESTON-CAMPBELL-SCIENTIFIC_114B1F0_CWEEDS2011_T_N
CWEEDS2011,CUMSHEWA ISLAND,BC,CAN,1062251,53.03,-131.60,-8.00, 12.6                                                     ,CAN_BC_CUMSHEWA-ISLAND_1062251_CWEEDS2011_T_N
CWEEDS2011,DAWSON CREEK A,BC,CAN,1182289,55.74,-120.18,-7.00,654.7                                                      ,CAN_BC_DAWSON-CREEK-A_1182289_CWEEDS2011_T_N
CWEEDS2011,DISCOVERY ISLAND,BC,CAN,1012475,48.42,-123.23,-8.00, 18.9                                                    ,CAN_BC_DISCOVERY-ISLAND_1012475_CWEEDS2011_T_N
CWEEDS2011,ENTRANCE ISLAND,BC,CAN,1022689,49.21,-123.81,-8.00,  7.6                                                     ,CAN_BC_ENTRANCE-ISLAND_1022689_CWEEDS2011_T_N
CWEEDS2011,ESQUIMALT HARBOUR,BC,CAN,1012710,48.43,-123.44,-8.00,  3.0                                                   ,CAN_BC_ESQUIMALT-HARBOUR_1012710_CWEEDS2011_T_N
CWEEDS2011,ESTEVAN POINT CS,BC,CAN,1032731,49.38,-126.54,-8.00,  5.8                                                    ,CAN_BC_ESTEVAN-POINT-CS_1032731_CWEEDS2011_T_N
CWEEDS2011,FANNY ISLAND,BC,CAN,1022795,50.45,-125.99,-8.00,  3.2                                                        ,CAN_BC_FANNY-ISLAND_1022795_CWEEDS2011_T_N
CWEEDS2011,FORT NELSON A,BC,CAN,1192946,58.84,-122.60,-8.00,381.9                                                       ,CAN_BC_FORT-NELSON-A_1192946_CWEEDS2011_T_N
CWEEDS2011,FORT ST JOHN A,BC,CAN,1183001,56.24,-120.74,-8.00,694.9                                                      ,CAN_BC_FORT-ST-JOHN-A_1183001_CWEEDS2011_T_N
CWEEDS2011,GREY ISLET (AUT),BC,CAN,1063303,54.58,-130.70,-8.00,  9.5                                                    ,CAN_BC_GREY-ISLET-(AUT)_1063303_CWEEDS2011_T_N
CWEEDS2011,HERBERT ISLAND (AUT),BC,CAN,1063461,50.94,-127.63,-8.00, 13.5                                                ,CAN_BC_HERBERT-ISLAND-(AUT)_1063461_CWEEDS2011_T_N
CWEEDS2011,HOLLAND ROCK,BC,CAN,1063496,54.17,-130.36,-8.00,  5.5                                                        ,CAN_BC_HOLLAND-ROCK_1063496_CWEEDS2011_T_N
CWEEDS2011,HOPE A,BC,CAN,1113542,49.37,-121.50,-8.00, 39.0                                                              ,CAN_BC_HOPE-A_1113542_CWEEDS2011_T_N
CWEEDS2011,HOWE SOUND - PAM ROCKS,BC,CAN,10459NN,49.49,-123.30,-8.00,  7.1                                              ,CAN_BC_HOWE-SOUND---PAM-ROCKS_10459NN_CWEEDS2011_T_N
CWEEDS2011,KAMLOOPS A,BC,CAN,1163781,50.70,-120.45,-8.00,345.3                                                          ,CAN_BC_KAMLOOPS-A_1163781_CWEEDS2011_T_N
CWEEDS2011,KELOWNA,BC,CAN,1123939,49.96,-119.38,-8.00,429.5                                                             ,CAN_BC_KELOWNA_1123939_CWEEDS2011_T_N
CWEEDS2011,KINDAKUN ROCKS (AUT),BC,CAN,1054222,53.32,-132.77,-8.00, 14.7                                                ,CAN_BC_KINDAKUN-ROCKS-(AUT)_1054222_CWEEDS2011_T_N
CWEEDS2011,LANGARA ISLAND RCS,BC,CAN,1054503,54.26,-133.06,-8.00, 46.9                                                  ,CAN_BC_LANGARA-ISLAND-RCS_1054503_CWEEDS2011_T_N
CWEEDS2011,LILLOOET,BC,CAN,1114619,50.68,-121.93,-8.00,239.5                                                            ,CAN_BC_LILLOOET_1114619_CWEEDS2011_T_N
CWEEDS2011,LUCY ISLAND LIGHTSTATION,BC,CAN,1064728,54.30,-130.61,-8.00,  2.0                                            ,CAN_BC_LUCY-ISLAND-LIGHTSTATION_1064728_CWEEDS2011_T_N
