________,City,Province,Country,TMY-type,WMO,Latitude,Longitude,Time Zone,Elevation,Filename
LOCATION,Barmer,Rajasthan,IND,ISHRAE,424350,25.75,71.38,5.5,194.0,IND_Barmer.424350_ISHRAE
LOCATION,Belgaum,Maharashtra,IND,ISHRAE,431980,15.52,74.32,5.5,753.0,IND_Belgaum.431980_ISHRAE
LOCATION,Bhagalpur,Bihar,IND,ISHRAE,424980,25.23,86.95,5.5,49.0,IND_Bhagalpur.424980_ISHRAE
LOCATION,Bhopal,Madhya Pradesh,IND,ISHRAE,426670,23.28,77.35,5.5,523.0,IND_Bhopal.426670_ISHRAE
LOCATION,Bhubneshwar,Orissa,IND,ISHRAE,429710,20.25,85.83,5.5,46.0,IND_Bhubneshwar.429710_ISHRAE
LOCATION,Bikaner,Rajasthan,IND,ISHRAE,421650,28.00,73.30,5.5,224.0,IND_Bikaner.421650_ISHRAE
LOCATION,CALCUTTA,-,IND,IWEC Data,428090,22.65,88.45,5.5,6.0,IND_Calcutta.428090_IWEC
LOCATION,Chennai-Madras,Tamil Nadu,IND,ISHRAE,432790,13.00,80.18,5.5,16.0,IND_Chennai-Madras.432790_ISHRAE
LOCATION,CHENNAI,-,IND,IWEC Data,432790,13.00,80.18,5.5,16.0,IND_Chennai.432790_IWEC
LOCATION,Chitradurg,Karnataka,IND,ISHRAE,432330,14.13,76.27,5.5,733.0,IND_Chirtadurg.432330_ISHRAE
LOCATION,Dehradun,Uttar Pradesh,IND,ISHRAE,421110,30.32,78.03,5.5,682.0,IND_Dehradun.421110_ISHRAE
LOCATION,Dibrugarh,Assam,IND,ISHRAE,423140,27.48,95.02,5.5,111.0,IND_Dibrugarh.423140_ISHRAE
LOCATION,GOA/PANJIM,-,IND,IWEC Data,431920,15.48,73.82,5.5,60.0,IND_Goa.Panjim.431920_IWEC
LOCATION,Gorakhpur,Uttar Pradesh,IND,ISHRAE,423790,26.75,83.37,5.5,78.0,IND_Gorakhpur.423790_ISHRAE
LOCATION,Guwahati,Assam,IND,ISHRAE,424100,26.10,91.58,5.5,54.0,IND_Guwahati.424100_ISHRAE
LOCATION,Gwalior,Madhya Pradesh,IND,ISHRAE,423610,26.23,78.25,5.5,207.0,IND_Gwalior.423610_ISHRAE
LOCATION,Hissar,Haryana,IND,ISHRAE,421310,29.17,75.73,5.5,221.0,IND_Hissar.421310_ISHRAE
LOCATION,Hyderabad,Andhra Pradesh,IND,ISHRAE,431280,17.45,78.47,5.5,545.0,IND_Hyderabad.431280_ISHRAE
LOCATION,Imphal,Manipur,IND,ISHRAE,426230,24.77,93.90,5.5,781.0,IND_Imphal.426230_ISHRAE
LOCATION,Indore,Madhya Pradesh,IND,ISHRAE,427540,22.72,75.80,5.5,567.0,IND_Indore.427540_ISHRAE
LOCATION,Jabalpur,Madhya Pradesh,IND,ISHRAE,426750,23.20,79.95,5.5,393.0,IND_Jabalpur.426750_ISHRAE
LOCATION,Jagdelpur,Orissa,IND,ISHRAE,430410,19.08,82.03,5.5,553.0,IND_Jagdelpur.430410_ISHRAE
LOCATION,Jaipur,Rajasthan,IND,ISHRAE,423480,26.82,75.80,5.5,390.0,IND_Jaipur.423480_ISHRAE
LOCATION,Jaisalmer,Rajasthan,IND,ISHRAE,423280,26.90,70.92,5.5,242.0,IND_Jaisalmer.423280_ISHRAE
LOCATION,Jamnagar,Gujarat,IND,ISHRAE,427340,22.47,70.02,5.5,20.0,IND_Jamnagar.427340_ISHRAE
LOCATION,Jodhpur,Rajasthan,IND,ISHRAE,423390,26.30,73.02,5.5,217.0,IND_Jodhpur.423390_ISHRAE
LOCATION,Jorhat,Assam,IND,ISHRAE,424230,26.73,94.17,5.5,90.0,IND_Jorhat.424230_ISHRAE
LOCATION,Kolkata,West Bengal,IND,ISHRAE,428090,22.65,88.45,5.5,6.0,IND_Kolkata.428090_ISHRAE
LOCATION,Kota,Rajasthan,IND,ISHRAE,424520,25.15,75.85,5.5,274.0,IND_Kota.424520_ISHRAE
LOCATION,Kurnool,Andhra Pradesh,IND,ISHRAE,432130,15.50,78.03,5.5,281.0,IND_Kurnool.432130_ISHRAE
LOCATION,Lucknow,Uttar Pradesh,IND,ISHRAE,423690,26.87,80.93,5.5,111.0,IND_Lucknow.423690_ISHRAE
LOCATION,Mangalore,Karnataka,IND,ISHRAE,432840,12.52,74.52,5.5,22.0,IND_Mangalore.432840_ISHRAE
LOCATION,Mumbai,Maharashtra,IND,ISHRAE,430030,18.90,72.82,5.5,11.0,IND_Mumbai.430030_ISHRAE
LOCATION,MUMBAI,-,IND,IWEC Data,430030,19.12,72.85,5.5,14.0,IND_Mumbai.430030_IWEC
LOCATION,Nagpur,Maharashtra,IND,ISHRAE,428670,21.10,79.05,5.5,310.0,IND_Nagpur.428670_ISHRAE
LOCATION,NAGPUR,-,IND,IWEC Data,428670,21.10,79.05,5.5,310.0,IND_Nagpur.428670_IWEC
LOCATION,Nellore,Andhra Pradesh,IND,ISHRAE,432450,14.45,79.98,5.5,20.0,IND_Nellore.432450_ISHRAE
LOCATION,New Delhi,Delhi,IND,ISHRAE,421820,28.58,77.20,5.5,216.0,IND_New.Delhi.421820_ISHRAE
LOCATION,NEW DELHI,-,IND,IWEC Data,421820,28.58,77.20,5.5,216.0,IND_New.Delhi.421820_IWEC
LOCATION,Panjim,Goa,IND,ISHRAE,431920,15.48,73.82,5.5,60.0,IND_Panjim.431920_ISHRAE
LOCATION,Patna,Bihar,IND,ISHRAE,424920,25.27,85.17,5.5,53.0,IND_Patna.424920_ISHRAE
LOCATION,Pune,Maharashtra,IND,ISHRAE,430630,18.53,73.85,5.5,559.0,IND_Pune.430630_ISHRAE
LOCATION,Raipur,Chhattisgarh,IND,ISHRAE,428750,21.23,81.65,5.5,298.0,IND_Raipur.428750_ISHRAE
LOCATION,Rajkot,Gujarat,IND,ISHRAE,427370,22.30,70.78,5.5,138.0,IND_Rajkot.427370_ISHRAE
LOCATION,Ramagundam,Andhra Pradesh,IND,ISHRAE,430860,18.77,79.43,5.5,156.0,IND_Ramagundam.430860_ISHRAE
LOCATION,Ranchi,Jharkand,IND,ISHRAE,427010,23.38,85.33,5.5,655.0,IND_Ranchi.427010_ISHRAE
LOCATION,Ratnagiri,Maharashtra,IND,ISHRAE,431100,16.98,73.33,5.5,67.0,IND_Ratnagiri.431100_ISHRAE
LOCATION,Raxaul,Bihar,IND,ISHRAE,423820,26.58,84.52,5.5,1350.0,IND_Raxaul.423820_ISHRAE
LOCATION,Saharanpur,Uttar Pradesh,IND,ISHRAE,5217,29.85,77.88,5.5,274.0,IND_Saharanpur.5217_ISHRAE
LOCATION,Shillong,Meghalaya,IND,ISHRAE,425160,25.57,91.88,5.5,1500.0,IND_Shillong.425160_ISHRAE
LOCATION,Sholapur,Maharashtra,IND,ISHRAE,431170,17.67,75.90,5.5,479.0,IND_Sholapur.431170_ISHRAE
LOCATION,Sundernagar,Himachal Pradesh,IND,ISHRAE,8204,31.32,76.53,5.5,874.0,IND_Sundernagar.8204_ISHRAE
LOCATION,Surat,Gujarat,IND,ISHRAE,428400,21.20,72.83,5.5,12.0,IND_Surat.428400_ISHRAE
LOCATION,Tezpur,Assam,IND,ISHRAE,424150,26.62,92.78,5.5,79.0,IND_Tezpur.424150_ISHRAE
LOCATION,Tiruchirapalli,Tamil Nadu,IND,ISHRAE,433440,10.77,78.72,5.5,88.0,IND_Tiruchirapalli.433440_ISHRAE
LOCATION,Trivandrum,Kerala,IND,ISHRAE,433710,8.48,76.95,5.5,64.0,IND_Trivandram.433710_ISHRAE
LOCATION,TRIVANDRUM,-,IND,IWEC Data,433710,8.48,76.95,5.5,64.0,IND_Trivandrum.433710_IWEC
LOCATION,Veraval,Gujarat,IND,ISHRAE,429090,20.90,70.37,5.5,8.0,IND_Veraval.429090_ISHRAE
LOCATION,Visakhapatnam,Andhra Pradesh,IND,ISHRAE,431500,17.72,83.23,5.5,3.0,IND_Vishakhapatnam.431500_ISHRAE
LOCATION,BELMULLET,-,IRL,IWEC Data,039760,54.23,-10.00,0.0,10.0,IRL_Belmullet.039760_IWEC
LOCATION,BIRR,-,IRL,IWEC Data,039650,53.08,-7.88,0.0,72.0,IRL_Birr.039650_IWEC
LOCATION,CLONES,-,IRL,IWEC Data,039740,54.18,-7.23,0.0,89.0,IRL_Clones.039740_IWEC
LOCATION,DUBLIN,-,IRL,IWEC Data,039690,53.43,-6.25,0.0,85.0,IRL_Dublin.039690_IWEC
LOCATION,KILKENNY,-,IRL,IWEC Data,039600,52.67,-7.27,0.0,64.0,IRL_Kilkenny.039600_IWEC
LOCATION,MALIN,-,IRL,IWEC Data,039800,55.37,-7.33,0.0,25.0,IRL_Malin.039800_IWEC
LOCATION,VALENTIA OBSERVATORY,-,IRL,IWEC Data,039530,51.93,-10.25,0.0,14.0,IRL_Valentia.Observatory.039530_IWEC
LOCATION,Bandar Abass,-,IRN,ITMY,408750,27.13,56.22,3.0,9.8,IRN_Bandar.Abass.408750_ITMY
LOCATION,Esfahan,-,IRN,ITMY,408000,32.37,51.40,3.0,1550.0,IRN_Esfahan.408000_ITMY
LOCATION,Shiraz,-,IRN,ITMY,408480,29.32,52.36,3.0,1481.0,IRN_Shiraz.408480_ITMY
LOCATION,Tabriz,-,IRN,ITMY,407060,38.05,46.17,3.0,1361.0,IRN_Tabriz.407060_ITMY
LOCATION,Tehran Mehrabad,-,IRN,ITMY,407540,35.41,51.19,3.0,1190.0,IRN_Tehran-Mehrabad.407540_ITMY
LOCATION,Yazd,-,IRN,ITMY,408210,31.88,54.28,3.0,1237.0,IRN_Yazd.408210_ITMY
LOCATION,REYKJAVIK,-,ISL,IWEC Data,040300,64.13,-21.90,0.0,61.0,ISL_Reykjavik.040300_IWEC
LOCATION,Beer Sheva City,-,ISR,MSI,401900,31.25,34.80,2.0,280.0,ISR_Beer.Sheva.401900_MSI
LOCATION,Eilat,-,ISR,MSI,401990,29.55,34.95,2.0,12.0,ISR_Eilat.401990_MSI
LOCATION,Jerusalem-Atarot AP,-,ISR,MSI,401840,31.87,35.22,2.0,757.0,ISR_Jerusalem-Atarot.AP.401840_MSI
LOCATION,JERUSALEM,-,ISR,IWEC Data,401840,31.78,35.22,2.0,782.0,ISR_Jerusalem.401840_IWEC
LOCATION,Tel Aviv-Bet Dagan,-,ISR,MSI,401790,32.00,34.82,2.0,35.0,ISR_Tel.Aviv-Bet.Dagan.401790_MSI
LOCATION,Alghero,-,ITA,IGDG,165200,40.63,8.28,1.0,40.0,ITA_Alghero.165200_IGDG
LOCATION,Ancona-Falconara,-,ITA,IGDG,161910,43.62,13.37,1.0,12.0,ITA_Ancona-Falconara.161910_IGDG
LOCATION,Ancona,-,ITA,IGDG,161910,43.62,13.52,1.0,105.0,ITA_Ancona.161910_IGDG
LOCATION,Aviano,-,ITA,IGDG,160370,46.03,12.60,1.0,128.0,ITA_Aviano.160370_IGDG
LOCATION,Bari-Palese Macchie,-,ITA,IGDG,162700,41.13,16.78,1.0,49.0,ITA_Bari-Palese.Macchie.162700_IGDG
LOCATION,Bergamo-Orio al Serio,-,ITA,IGDG,160760,45.67,9.70,1.0,238.0,ITA_Bergamo-Orio.al.Serio.160760_IGDG
LOCATION,Bologna-Borgo Panigale,-,ITA,IGDG,161400,44.53,11.30,1.0,49.0,ITA_Bologna-Borgo.Panigale.161400_IGDG
LOCATION,Bolzano,-,ITA,IGDG,160200,46.47,11.33,1.0,241.0,ITA_Bolzano.160200_IGDG
LOCATION,Bonifati,-,ITA,IGDG,163370,39.58,15.88,1.0,484.0,ITA_Bonifati.163370_IGDG
LOCATION,Brescia-Ghedi,-,ITA,IGDG,160880,45.42,10.28,1.0,102.0,ITA_Brescia-Ghedi.160880_IGDG
LOCATION,Brindisi,-,ITA,IGDG,163200,40.65,17.95,1.0,10.0,ITA_Brindisi.163200_IGDG
LOCATION,BRINDISI,-,ITA,IWEC Data,163200,40.65,17.95,1.0,10.0,ITA_Brindisi.163200_IWEC
LOCATION,Cagliari-Elmas,-,ITA,IGDG,165600,39.25,9.05,1.0,18.0,ITA_Cagliari-Elmas.165600_IGDG
LOCATION,Campobasso,-,ITA,IGDG,162520,41.57,14.65,1.0,793.0,ITA_Campobasso.162520_IGDG
LOCATION,Capo Bellavista,-,ITA,IGDG,165500,39.93,9.72,1.0,156.0,ITA_Capo.Bellavista.165500_IGDG
LOCATION,Capo Palinuro,-,ITA,IGDG,163100,40.02,15.28,1.0,185.0,ITA_Capo.Palinuro.163100_IGDG
LOCATION,Catania-Fontanarossa,-,ITA,IGDG,164600,37.47,15.05,1.0,17.0,ITA_Catania-Fontanarossa.164600_IGDG
LOCATION,Catania-Sigonella,-,ITA,IGDG,164590,37.40,14.92,1.0,22.0,ITA_Catania-Sigonella.164590_IGDG
LOCATION,Cozzo Spadaro,-,ITA,IGDG,164800,36.68,15.13,1.0,51.0,ITA_Cozzo.Spadaro.164800_IGDG
LOCATION,Crotone,-,ITA,IGDG,163500,39.07,17.07,1.0,158.0,ITA_Crotone.163500_IGDG
LOCATION,Enna,-,ITA,IGDG,164500,37.57,14.28,1.0,965.0,ITA_Enna.164500_IGDG
LOCATION,Firenze-Peretola,-,ITA,IGDG,161700,43.80,11.20,1.0,38.0,ITA_Firenze-Peretola.161700_IGDG
LOCATION,Foggia,-,ITA,IGDG,162610,41.42,15.53,1.0,80.0,ITA_Foggia.162610_IGDG
LOCATION,Gela,-,ITA,IGDG,164530,37.08,14.22,1.0,11.0,ITA_Gela.164530_IGDG
LOCATION,Genova-Sestri,-,ITA,IGDG,161200,44.42,8.85,1.0,3.0,ITA_Genova-Sestri.161200_IGDG
LOCATION,GENOVA,-,ITA,IWEC Data,161200,44.42,8.85,1.0,3.0,ITA_Genova.161200_IWEC
LOCATION,Gioia del Colle,-,ITA,IGDG,163120,40.77,16.93,1.0,345.0,ITA_Gioia.del.Colle.163120_IGDG
LOCATION,Grosseto,-,ITA,IGDG,162060,42.75,11.07,1.0,7.0,ITA_Grosseto.162060_IGDG
LOCATION,Lecce,-,ITA,IGDG,163320,40.23,18.15,1.0,48.0,ITA_Lecce.163320_IGDG
LOCATION,Marina di Ravenna,-,ITA,IGDG,-,44.47,12.28,1.0,2.0,ITA_Marina.di.Ravenna._IGDG
LOCATION,Messina,-,ITA,IGDG,164200,38.20,15.55,1.0,59.0,ITA_Messina.164200_IGDG
LOCATION,MESSINA,-,ITA,IWEC Data,164200,38.20,15.55,1.0,51.0,ITA_Messina.164200_IWEC
LOCATION,MILAN,-,ITA,IWEC Data,160660,45.62,8.73,1.0,211.0,ITA_Milan.160660_IWEC
LOCATION,Milano-Linate,-,ITA,IGDG,160800,45.43,9.28,1.0,103.0,ITA_Milano-Linate.160800_IGDG
LOCATION,Milano-Malpensa,-,ITA,IGDG,160660,45.62,8.73,1.0,211.0,ITA_Milano-Malpensa.160660_IGDG
LOCATION,Monte Cimone,-,ITA,IGDG,161340,44.20,10.70,1.0,2137.0,ITA_Monte.Cimone.161340_IGDG
LOCATION,Monte Terminillo,-,ITA,IGDG,162190,42.47,12.98,1.0,1875.0,ITA_Monte.Terminillo.162190_IGDG
LOCATION,NAPLES,-,ITA,IWEC Data,162890,40.85,14.30,1.0,72.0,ITA_Naples.162890_IWEC
LOCATION,Napoli-Capodichino,-,ITA,IGDG,162890,40.85,14.30,1.0,72.0,ITA_Napoli-Capodichino.162890_IGDG
LOCATION,Novara-Cameri,-,ITA,IGDG,160640,45.65,8.67,1.0,178.0,ITA_Novara-Cameri.160640_IGDG
LOCATION,Olbia-Costa Smeralda,-,ITA,IGDG,165310,40.93,8.50,1.0,10.0,ITA_Olbia-Costa.Smeralda.165310_IGDG
LOCATION,Paganella,-,ITA,IGDG,160220,46.15,11.03,1.0,2129.0,ITA_Paganella.160220_IGDG
LOCATION,Palermo-Boccadifalco,-,ITA,IGDG,164000,38.10,13.30,1.0,117.0,ITA_Palermo-Boccadifalco.164000_IGDG
LOCATION,Palermo-Punta Raisi,-,ITA,IGDG,164050,38.18,13.10,1.0,21.0,ITA_Palermo-Punta.Raisi.164050_IGDG
LOCATION,PALERMO,-,ITA,IWEC Data,164050,38.18,13.10,1.0,34.0,ITA_Palermo.164050_IWEC
LOCATION,Parma,-,ITA,IGDG,161300,44.48,10.19,1.0,68.0,ITA_Parma.161300_IGDG
LOCATION,Patelleria,-,ITA,IGDG,164700,36.82,11.97,1.0,170.0,ITA_Patelleria.164700_IGDG
LOCATION,Perugia,-,ITA,IGDG,161810,43.08,12.50,1.0,213.0,ITA_Perugia.161810_IGDG
LOCATION,Pescara,-,ITA,IGDG,162300,42.85,14.20,1.0,16.0,ITA_Pescara.162300_IGDG
LOCATION,Piacenza,-,ITA,IGDG,160840,44.92,9.73,1.0,134.0,ITA_Piacenza.160840_IGDG
LOCATION,Pianosa,-,ITA,IGDG,-,42.58,10.10,1.0,27.0,ITA_Pianosa_IGDG
LOCATION,Pisa-S Gusto,-,ITA,IGDG,161580,43.67,10.38,1.0,1.0,ITA_Pisa-S.Gusto.161580_IGDG
LOCATION,PISA,-,ITA,IWEC Data,161580,43.68,10.38,1.0,1.0,ITA_Pisa.161580_IWEC
LOCATION,Ponza,-,ITA,IGDG,162800,40.92,12.95,1.0,185.0,ITA_Ponza.162800_IGDG
LOCATION,Potenza,-,ITA,IGDG,163000,40.63,15.80,1.0,843.0,ITA_Potenza.163000_IGDG
LOCATION,Pratica di Mare,-,ITA,IGDG,162450,41.65,12.60,1.0,21.0,ITA_Pratica.di.Mare.162450_IGDG
LOCATION,Rimini,-,ITA,IGDG,161490,44.03,12.62,1.0,13.0,ITA_Rimini.161490_IGDG
LOCATION,Roma-Ciampino,-,ITA,IGDG,162390,41.80,12.58,1.0,131.0,ITA_Roma-Ciampino.162390_IGDG
LOCATION,Roma-Fiumicino,-,ITA,IGDG,162420,41.80,12.23,1.0,3.0,ITA_Roma-Fiumicino.162420_IGDG
LOCATION,ROME,-,ITA,IWEC Data,162420,41.80,12.23,1.0,3.0,ITA_Rome.162420_IWEC
LOCATION,S Maria di Leuca,-,ITA,IGDG,163600,39.65,18.35,1.0,112.0,ITA_S.Maria.di.Leuca.163600_IGDG
LOCATION,San Remo,-,ITA,IGDG,161530,43.95,8.17,1.0,221.0,ITA_San.Remo.161530_IGDG
LOCATION,Taranto,-,ITA,IGDG,163250,40.43,16.88,1.0,12.0,ITA_Taranto.163250_IGDG
LOCATION,Tarvisio,-,ITA,IGDG,160400,46.50,13.58,1.0,778.0,ITA_Tarvisio.160400_IGDG
LOCATION,Torino-Caselle,-,ITA,IGDG,160590,45.18,7.65,1.0,282.0,ITA_Torino-Caselle.160590_IGDG
LOCATION,TORINO,-,ITA,IWEC Data,160590,45.22,7.65,1.0,287.0,ITA_Torino.160590_IWEC
LOCATION,Trapani-Birgi,-,ITA,IGDG,164290,37.92,12.50,1.0,7.0,ITA_Trapani-Birgi.164290_IGDG
LOCATION,Treviso-Istrana,-,ITA,IGDG,160980,45.68,12.10,1.0,45.0,ITA_Treviso-Istrana.160980_IGDG
LOCATION,Treviso-S Angelo,-,ITA,IGDG,160990,45.65,12.18,1.0,18.0,ITA_Treviso-S.Angelo.160990_IGDG
LOCATION,Trieste,-,ITA,IGDG,161100,45.65,13.75,1.0,20.0,ITA_Trieste.161100_IGDG
LOCATION,Udine-Campoformido,-,ITA,IGDG,160440,46.03,13.18,1.0,92.0,ITA_Udine-Campoformido.160440_IGDG
LOCATION,Ustica,-,ITA,IGDG,164000,38.70,13.18,1.0,251.0,ITA_Ustica.164000_IGDG
LOCATION,Venezia-Tessera,-,ITA,IGDG,161050,45.50,12.33,1.0,10.0,ITA_Venezia-Tessera.161050_IGDG
LOCATION,VENICE,-,ITA,IWEC Data,161050,45.50,12.33,1.0,6.0,ITA_Venice.161050_IWEC
LOCATION,Verona-Villafranca,-,ITA,IGDG,160900,45.38,10.87,1.0,68.0,ITA_Verona-Villafranca.160900_IGDG
LOCATION,Vicenza,-,ITA,IGDG,160940,45.57,11.52,1.0,39.0,ITA_Vicenza.160940_IGDG
LOCATION,KAGOSHIMA,-,JPN,IWEC Data,478270,31.57,130.55,9.0,5.0,JPN_Kagoshima.478270_IWEC
LOCATION,MATSUMOTO,-,JPN,IWEC Data,476180,36.25,137.97,9.0,611.0,JPN_Matsumoto.476180_IWEC
LOCATION,MIHO (CIV/JASDF),-,JPN,IWEC Data,477430,35.48,133.25,9.0,9.0,JPN_Miho.Civ.JASDF.477430_IWEC
LOCATION,NAGOYA,-,JPN,IWEC Data,476350,35.25,136.93,9.0,17.0,JPN_Nagoya.476350_IWEC
LOCATION,OSAKA,-,JPN,IWEC Data,477710,34.78,135.45,9.0,15.0,JPN_Osaka.477710_IWEC
LOCATION,SAPPORO,-,JPN,IWEC Data,474120,43.05,141.33,9.0,19.0,JPN_Sapporo.474120_IWEC
LOCATION,SHIMONOSEKI,-,JPN,IWEC Data,477620,33.95,130.93,9.0,19.0,JPN_Shimonoseki.477620_IWEC
LOCATION,TOKYO HYAKURI,-,JPN,IWEC Data,477150,36.18,140.42,9.0,35.0,JPN_Tokyo.Hyakuri.477150_IWEC
LOCATION,TOSASHIMIZU,-,JPN,IWEC Data,478980,32.72,133.02,9.0,33.0,JPN_Tosashimizu.478980_IWEC
LOCATION,SEMIPALATINSK,-,KAZ,IWEC Data,361770,50.35,80.25,6.0,196.0,KAZ_Semipalatinsk.361770_IWEC
LOCATION,ELDORET,-,KEN,SWERA,636860,0.53,35.28,3.0,2133.0,KEN_Eldoret.636860_SWERA
LOCATION,EMBU,-,KEN,SWERA,637200,-0.50,37.45,3.0,1493.0,KEN_Embu.637200_SWERA
LOCATION,GARISSA,-,KEN,SWERA,637230,-0.47,39.63,3.0,147.0,KEN_Garissa.637230_SWERA
LOCATION,KAKAMEGA,-,KEN,SWERA,636870,0.28,34.78,3.0,1530.0,KEN_Kakamega.636870_SWERA
LOCATION,KISII            _,-,KEN,SWERA,637090,-0.67,34.78,3.0,1493.0,KEN_Kisii.637090_SWERA
LOCATION,KISUMU,-,KEN,SWERA,637080,-0.10,34.75,3.0,1146.0,KEN_Kisumu.637080_SWERA
LOCATION,Kitale,-,KEN,SWERA/EnergyPlu,636610,1.02,35.00,3.0,1875.0,KEN_Kitale.636610_SWERA
LOCATION,LAMU/MANDA_ISLAND,-,KEN,SWERA,637720,-2.27,40.83,3.0,6.0,KEN_Lamu-Manda.Island.637720_SWERA
LOCATION,LODWAR,-,KEN,SWERA,636120,3.12,35.62,3.0,515.0,KEN_Lodwar.636120_SWERA
LOCATION,MAKINDU,-,KEN,SWERA,637660,-2.28,37.83,3.0,1000.0,KEN_Makindu.637660_SWERA
LOCATION,MALINDI,-,KEN,SWERA,637990,-3.23,40.10,3.0,23.0,KEN_Malindi.637990_SWERA
LOCATION,MANDERA,-,KEN,SWERA,636240,3.93,41.87,3.0,231.0,KEN_Mandera.636240_SWERA
LOCATION,MARSABIT,-,KEN,SWERA,636410,2.30,37.90,3.0,1345.0,KEN_Marsabit.636410_SWERA
LOCATION,MERU,-,KEN,SWERA,636950,0.08,37.65,3.0,1554.0,KEN_Meru.636950_SWERA
LOCATION,MOMBASA/MOI_INTL,-,KEN,SWERA,638200,-4.03,39.62,3.0,55.0,KEN_Mombasa-Moi.638200_SWERA
LOCATION,MOYALE_LOWER_(ODA),-,KEN,SWERA,636190,3.53,39.05,3.0,1097.0,KEN_Moyale.636190_SWERA
LOCATION,NAIROBI/DAGORETTI_,-,KEN,SWERA,637400,-1.30,36.75,3.0,1798.0,KEN_Nairobi-Dagoretti.637410_SWERA
LOCATION,NAIROBI/JOMO_KENYAT,-,KEN,SWERA,637400,-1.32,36.92,3.0,1624.0,KEN_Nairobi-Kenyatta.637400_SWERA
LOCATION,NAIROBI/WILSON,-,KEN,SWERA,637400,-1.32,36.82,3.0,1679.0,KEN_Nairobi-Wilson.637420_SWERA
LOCATION,NAIROBI,-,KEN,IWEC Data,637400,-1.32,36.92,3.0,1624.0,KEN_Nairobi.637400_IWEC
LOCATION,NAKURU,-,KEN,SWERA,637140,-0.27,36.10,3.0,1901.0,KEN_Nakuru.637140_SWERA
LOCATION,NAROK,-,KEN,SWERA,637370,-1.13,35.83,3.0,1890.0,KEN_Narok.637370_SWERA
LOCATION,NYERI,-,KEN,SWERA,637170,-0.50,36.97,3.0,1759.0,KEN_Nyeri.637170_SWERA
LOCATION,VOI,-,KEN,SWERA,637930,-3.40,38.57,3.0,579.0,KEN_Voi.637930_SWERA
LOCATION,INCH'ON,-,KOR,IWEC Data,471120,37.48,126.55,9.0,70.0,KOR_Inchon.471120_IWEC
LOCATION,KANGNUNG,-,KOR,IWEC Data,471050,37.75,128.90,9.0,27.0,KOR_Kangnung.471050_IWEC
LOCATION,KWANGJU,-,KOR,IWEC Data,471560,35.13,126.92,9.0,72.0,KOR_Kwangju.471560_IWEC
LOCATION,ULSAN,-,KOR,IWEC Data,471520,35.55,129.32,9.0,33.0,KOR_Ulsan.471520_IWEC
LOCATION,KISR Coastal Weather Station,-,KWT,KISR,405850,29.03,47.98,3.0,6.0,KWT_KISR.Coastal.Station.405850_KISR
LOCATION,Kuwait Intl Airport,-,KWT,KISR,405820,29.22,47.98,3.0,55.0,KWT_Kuwait.Intl.AP.405820_KISR
LOCATION,TRIPOLI,-,LBY,IWEC Data,620100,32.67,13.15,2.0,81.0,LBY_Tripoli.620100_IWEC
LOCATION,ANURADHAPURA_(AFB),-,LKA,SWERA,434210,8.33,80.42,6.0,89.0,LKA_Anuradhapura.434210_SWERA
LOCATION,BATTICALOA_(AFB),-,LKA,SWERA,434360,7.72,81.70,6.0,12.0,LKA_Batticaloa.434360_SWERA
LOCATION,COLOMBO/KATUNAYAKE,-,LKA,SWERA,434500,7.17,79.88,6.0,8.0,LKA_Colombo-Katunayake.434500_SWERA
LOCATION,COLOMBO/RATMALANA,-,LKA,SWERA,434670,6.82,79.88,6.0,5.0,LKA_Colombo-Ratmalana.434670_SWERA
LOCATION,HAMBANTOTA,-,LKA,SWERA,434970,6.12,81.13,6.0,20.0,LKA_Hambantota.434970_SWERA
LOCATION,KANKESANTURAI_(AFB),-,LKA,SWERA,434000,9.80,80.07,6.0,10.0,LKA_Kankasanturai.434000_SWERA
LOCATION,NUWARA_ELIYA,-,LKA,SWERA,434730,6.97,80.77,6.0,1880.0,LKA_Nuwara.Eliya.434730_SWERA
LOCATION,PUTTALAM,-,LKA,SWERA,434240,8.03,79.83,6.0,2.0,LKA_Puttalam.434240_SWERA
LOCATION,TRINCOMALEE_(AFB),-,LKA,SWERA,434180,8.58,81.25,6.0,7.0,LKA_Trincomalee.434180_SWERA
LOCATION,KAUNAS,-,LTU,IWEC Data,266290,54.88,23.88,2.0,75.0,LTU_Kaunas.266290_IWEC
LOCATION,MACAU,-,MAC,IWEC Data,450110,22.20,113.53,8.0,86.0,MAC_Macau.450110_IWEC
LOCATION,CASABLANCA/NOUASSER,-,MAR,IWEC Data,601560,33.37,-7.58,0.0,206.0,MAR_Casablanca.Nouasser.601560_IWEC
LOCATION,ANTANANARIVO,-,MDG,IWEC Data,670830,-18.80,47.48,3.0,1276.0,MDG_Antananarivo.670830_IWEC
LOCATION,GAN_ISLAND,-,MDV,SWERA,435990,-0.68,73.15,5.0,2.0,MDV_Gan.Island.435990_SWERA
LOCATION,MALE_INTL/HULULE_IS,-,MDV,SWERA,435550,4.20,73.53,5.0,2.0,MDV_Male-Hulule.Island.435550_SWERA
LOCATION,ACAPULCO,-,MEX,IWEC Data,768056,16.77,-99.75,-6.0,5.0,MEX_Acapulco.768056_IWEC
LOCATION,MEXICO CITY,-,MEX,IWEC Data,766790,19.43,-99.08,-6.0,2234.0,MEX_Mexico.City.766790_IWEC
