________,City,Province,Country,TMY-type,WMO,Latitude,Longitude,Time Zone,Elevation,Filename
LOCATION,TOPEKA,KS,USA,TMY2-13996,724560,39.07,-95.63,-6.0,270.0,USA_KS_Topeka.724560_TMY2
LOCATION,Wichita Col  Jabara,KS,USA,TMY3,724504,37.75,-97.22,-6.0,433.0,USA_KS_Wichita-Col.Jabara.Field.724504_TMY3
LOCATION,Mcconnell Afb,KS,USA,TMY3,724505,37.62,-97.27,-6.0,414.0,USA_KS_Wichita-McConnell.AFB.724505_TMY3
LOCATION,Wichita Mid Continent Ap,KS,USA,TMY3,724500,37.65,-97.43,-6.0,402.0,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3
LOCATION,WICHITA,KS,USA,TMY2-03928,724500,37.65,-97.42,-6.0,408.0,USA_KS_Wichita.724500_TMY2
LOCATION,Bowling Green Warren Co Ap,KY,USA,TMY3,746716,36.98,-86.43,-6.0,161.0,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3
LOCATION,Covington/Cincinnati O,KY,USA,TMY--93814,724210,39.05,-84.67,-5.0,267.0,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY
LOCATION,Cincinnati Northern Ky Ap,KY,USA,TMY3,724210,39.05,-84.67,-5.0,265.0,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3
LOCATION,COVINGTON,KY,USA,TMY2-93814,724210,39.07,-84.67,-5.0,271.0,USA_KY_Covington-Cincinnati.AP.724210_TMY2
LOCATION,Fort Campbell Aaf,KY,USA,TMY3,746710,36.67,-87.48,-6.0,173.0,USA_KY_Fort.Campbell.AAF.746710_TMY3
LOCATION,Fort Knox Godman Aaf,KY,USA,TMY3,724240,37.90,-85.97,-5.0,239.0,USA_KY_Fort.Knox-Godman.AAF.724240_TMY3
LOCATION,Henderson City,KY,USA,TMY3,724238,37.82,-87.68,-6.0,117.0,USA_KY_Henderson.City.County.AP.724238_TMY3
LOCATION,Jackson Julian Carroll Ap,KY,USA,TMY3,724236,37.58,-83.32,-5.0,416.0,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3
LOCATION,Lexington,KY,USA,TMY--93820,724220,38.03,-84.60,-5.0,301.0,USA_KY_Lexington-Bluegrass.AP.724220_TMY
LOCATION,Lexington Bluegrass Ap,KY,USA,TMY3,724220,38.03,-84.60,-5.0,294.0,USA_KY_Lexington-Bluegrass.AP.724220_TMY3
LOCATION,LEXINGTON,KY,USA,TMY2-93820,724220,38.03,-84.60,-5.0,301.0,USA_KY_Lexington.724220_TMY2
LOCATION,London Corbin Ap,KY,USA,TMY3,724243,37.08,-84.08,-5.0,362.0,USA_KY_London-Corbin-Magee.Field.724243_TMY3
LOCATION,Louisville Bowman Field,KY,USA,TMY3,724235,38.23,-85.67,-5.0,165.0,USA_KY_Louisville-Bowman.Field.724235_TMY3
LOCATION,Louisville,KY,USA,TMY--93821,724230,38.18,-85.73,-5.0,149.0,USA_KY_Louisville-Standiford.Field.724230_TMY
LOCATION,Louisville Standiford Field,KY,USA,TMY3,724230,38.18,-85.73,-5.0,147.0,USA_KY_Louisville-Standiford.Field.724230_TMY3
LOCATION,LOUISVILLE,KY,USA,TMY2-93821,724230,38.18,-85.73,-5.0,149.0,USA_KY_Louisville.724230_TMY2
LOCATION,Paducah Barkley Regional Ap,KY,USA,TMY3,724350,37.05,-88.77,-6.0,124.0,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3
LOCATION,Somerset Awos,KY,USA,TMY3,724354,38.00,-84.60,-5.0,283.0,USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3
LOCATION,England Afb,LA,USA,TMY3,747540,31.32,-92.55,-6.0,27.0,USA_LA_Alexandria-England.AFB.747540_TMY3
LOCATION,Alexandria Esler Regional Ap,LA,USA,TMY3,722487,31.40,-92.30,-6.0,34.0,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3
LOCATION,Barksdale Afb,LA,USA,TMY3,722485,32.50,-93.67,-6.0,54.0,USA_LA_Barksdale.AFB.722485_TMY3
LOCATION,Baton Rouge,LA,USA,TMY--13970,722317,30.53,-91.15,-6.0,21.0,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY
LOCATION,Baton Rouge Ryan Arpt,LA,USA,TMY3,722317,30.53,-91.15,-6.0,20.0,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3
LOCATION,BATON_ROUGE,LA,USA,TMY2-13970,722317,30.53,-91.15,-6.0,23.0,USA_LA_Baton.Rouge.722317_TMY2
LOCATION,Fort Polk Aaf,LA,USA,TMY3,722390,31.05,-93.18,-6.0,102.0,USA_LA_Fort.Polk.722390_TMY3
LOCATION,Houma Terrebonne,LA,USA,TMY3,722406,29.57,-90.67,-6.0,3.0,USA_LA_Houma-Terrebonne.AP.722406_TMY3
LOCATION,Lafayette Regional Ap,LA,USA,TMY3,722405,30.20,-91.98,-6.0,12.0,USA_LA_Lafayette.RgnlAP.722405_TMY3
LOCATION,LAKE_CHARLES,LA,USA,TMY2-03937,722400,30.12,-93.22,-6.0,3.0,USA_LA_Lake.Charles.722400_TMY2
LOCATION,Lake Charles Wb Airp,LA,USA,TMY3,722404,30.22,-93.17,-6.0,5.0,USA_LA_Lake.Charles.AP.722404_TMY3
LOCATION,Lake Charles,LA,USA,TMY-- 3937,722400,30.12,-93.22,-6.0,10.0,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY
LOCATION,Lake Charles Regional Arpt,LA,USA,TMY3,722400,30.12,-93.23,-6.0,5.0,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3
LOCATION,Monroe Regional Ap,LA,USA,TMY3,722486,32.52,-92.03,-6.0,40.0,USA_LA_Monroe.Rgnl.AP.722486_TMY3
LOCATION,New Iberia Naas,LA,USA,TMY3,722314,30.03,-91.88,-6.0,8.0,USA_LA_New.Iberia.722314_TMY3
LOCATION,New Orleans Alvin Callender F,LA,USA,TMY3,722316,29.82,-90.02,-6.0,2.0,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3
LOCATION,New Orleans Lakefront Ap,LA,USA,TMY3,722315,30.05,-90.03,-6.0,3.0,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3
LOCATION,NEW_ORLEANS,LA,USA,TMY2-12916,722315,29.98,-90.25,-6.0,3.0,USA_LA_New.Orleans.722315_TMY2
LOCATION,New Orleans/Lakefront,LA,USA,TMY--12916,722310,30.05,-90.03,-6.0,3.0,USA_LA_New.Orleans.Intl.AP.722310_TMY
LOCATION,New Orleans Intl Arpt,LA,USA,TMY3,722310,30.00,-90.25,-6.0,1.0,USA_LA_New.Orleans.Intl.AP.722310_TMY3
LOCATION,Patterson Memorial,LA,USA,TMY3,722329,29.72,-91.33,-6.0,3.0,USA_LA_Patterson.Mem.AP.722329_TMY3
LOCATION,SHREVEPORT,LA,USA,TMY2-13957,722480,32.47,-93.82,-6.0,79.0,USA_LA_Shreveport.722480_TMY2
LOCATION,Shreveport Downtown,LA,USA,TMY3,722484,32.53,-93.75,-6.0,55.0,USA_LA_Shreveport.Downtown.722484_TMY3
LOCATION,Shreveport,LA,USA,TMY--13957,722480,32.47,-93.82,-6.0,79.0,USA_LA_Shreveport.Rgnl.AP.722480_TMY
LOCATION,Shreveport Regional Arpt,LA,USA,TMY3,722480,32.45,-93.82,-6.0,77.0,USA_LA_Shreveport.Rgnl.AP.722480_TMY3
LOCATION,Barnstable Muni Boa,MA,USA,TMY3,725067,41.67,-70.28,-5.0,17.0,USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3
LOCATION,Beverly Muni,MA,USA,TMY3,725088,42.58,-70.92,-5.0,34.0,USA_MA_Beverly.Muni.AP.725088_TMY3
LOCATION,BOSTON,MA,USA,TMY2-14739,725090,42.37,-71.03,-5.0,5.0,USA_MA_Boston-Logan.725090_TMY2
LOCATION,Boston,MA,USA,TMY--94701,725090,42.35,-71.07,-5.0,6.0,USA_MA_Boston-Logan.Intl.AP.725090_TMY
LOCATION,Boston Logan IntL Arpt,MA,USA,TMY3,725090,42.37,-71.02,-5.0,6.0,USA_MA_Boston-Logan.Intl.AP.725090_TMY3
LOCATION,Chicopee Falls Westo,MA,USA,TMY3,744910,42.20,-72.53,-5.0,75.0,USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3
LOCATION,Lawrence Muni,MA,USA,TMY3,744904,42.72,-71.12,-5.0,46.0,USA_MA_Lawrence.Muni.AP.744904_TMY3
LOCATION,Marthas Vineyard,MA,USA,TMY3,725066,41.40,-70.62,-5.0,21.0,USA_MA_Marthas.Vineyard.AP.725066_TMY3
LOCATION,Nantucket Memorial Ap,MA,USA,TMY3,725063,41.25,-70.07,-5.0,14.0,USA_MA_Nantucket.Mem.AP.725063_TMY3
LOCATION,New Bedford Rgnl,MA,USA,TMY3,725065,41.67,-70.95,-5.0,25.0,USA_MA_New.Bedford.Rgnl.AP.725065_TMY3
LOCATION,North Adams,MA,USA,TMY3,725075,42.70,-73.17,-5.0,201.0,USA_MA_North.Adams.AP.725075_TMY3
LOCATION,Norwood Memorial,MA,USA,TMY3,725098,42.18,-71.18,-5.0,15.0,USA_MA_Norwood.Mem.AP.725098_TMY3
LOCATION,Otis Angb,MA,USA,TMY3,725060,41.65,-70.52,-5.0,40.0,USA_MA_Otis.ANGB.725060_TMY3
LOCATION,Plymouth Municipal,MA,USA,TMY3,725064,41.92,-70.73,-5.0,45.0,USA_MA_Plymouth.Muni.AP.725064_TMY3
LOCATION,Provincetown  Awos,MA,USA,TMY3,725073,42.07,-70.22,-5.0,2.0,USA_MA_Provincetown.AWOS.725073_TMY3
LOCATION,Westfield Barnes Muni Ap,MA,USA,TMY3,744915,42.15,-72.72,-5.0,83.0,USA_MA_Westfield-Barnes.Muni.AP.744915_TMY3
LOCATION,WORCESTER,MA,USA,TMY2-94746,725095,42.27,-71.87,-5.0,301.0,USA_MA_Worcester.725095_TMY2
